id,name__la,name__eo,name__de,name__pl,name__en,name__ksh,name__fi,name__it,name__nl,name__sv,name__fr,name__es,name__de_ch,name__en_ca,name__en_gb,name__nb,name__da,name__nn,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ksh,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__simple,wikipedia__sv,image,gender,identifier__IMDB,birth_date,identifier__freebase,family_name,given_name,identifier__journalisted,identifier__NPG,identifier__parliamentDOTuk,identifier__hansard,name__cy,name__ru,name__tr,name__zh,name__uk,name__yue,name__fa,wikipedia__cy,wikipedia__da,wikipedia__enwikisource,wikipedia__es,wikipedia__no,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NNDB,identifier__Munzinger,name__ja,wikipedia__ja,identifier__BNF,identifier__NTA,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__et,name__eu,name__ga,name__gl,name__hr,name__hu,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__vec,name__wa,wikipedia__itwikiquote,identifier__SUDOC,identifier__CANTIC,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__he,name__vi,name__zh_mo,name__zh_my,wikipedia__cs,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__vi,honorific_prefix,name__el,name__oc,wikipedia__oc,name__rw,name__id,wikipedia__id,wikipedia__rw,website,twitter,name__fo,name__ms,wikipedia__fo,wikipedia__ms,name__hi,wikipedia__hi,wikipedia__pt,name__sh,wikipedia__cswikiquote,wikipedia__sh,wikipedia__ga,wikipedia__ro,identifier__EuroparlMEP,name__ar,identifier__NLAtrove,name__si,wikipedia__si,name__ne,wikipedia__ne,name__pt_br,name__mg,wikipedia__mg,identifier__ULAN,name__mk,name__ckb,name__ie,name__pa,name__bg,name__ko,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__ckb,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__is,wikipedia__ko,wikipedia__pa,wikipedia__plwikiquote,name__nan,wikipedia__zh_min_nan,name__arz,name__az,name__bcl,name__be,name__bi,name__gd,name__gv,name__hak,name__hsb,name__hy,name__io,name__jv,name__ka,name__kw,name__lv,name__mr,name__my,name__new,name__os,name__pam,name__pnb,name__qu,name__scn,name__so,name__sr,name__ta,name__th,name__tl,name__tt,name__yi,name__yo,name__zu,name__ur,name__war,name__pih,name__bn,name__be_tarask,name__gsw,name__dsb,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sc,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__kl,name__mn,name__kk,name__ks,wikipedia__af,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bi,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__dsb,wikipedia__eowikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__hr,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__ks,wikipedia__kw,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__new,wikipedia__nn,wikipedia__os,wikipedia__pam,wikipedia__pih,wikipedia__pnb,wikipedia__qu,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__scn,wikipedia__sk,wikipedia__so,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zu,identifier__MusicBrainz,identifier__OpenPlaques,facebook,name__vmf,honorific_suffix,email,wikipedia__ukwikiquote,wikipedia__fawikiquote,wikipedia__azwikiquote,wikipedia__li,identifier__NDL,name__sr_ec,name__fy,wikipedia__bar,wikipedia__cawikiquote,wikipedia__fy,name__ku,wikipedia__ku,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ty,identifier__britishmuseum,identifier__GTAA,wikipedia__lrc,identifier__NUKAT,name__lrc,wikipedia__wuu,death_date,name__ht,name__nov,name__tg,name__tpi,name__uz,name__sgs,wikipedia__afwikiquote,wikipedia__als,wikipedia__bat_smg,wikipedia__cywikiquote,wikipedia__ht,wikipedia__hywikiquote,wikipedia__nov,wikipedia__nowikiquote,wikipedia__sl,wikipedia__tg,wikipedia__tpi,wikipedia__uz,wikipedia__wo,identifier__BIBSYS,identifier__parlement,name__mzn,wikipedia__mzn,wikipedia__ptwikiquote,name__tg_latn,wikipedia__bgwikiquote,identifier__NLA,identifier__NKC,identifier__SELIBR,wikipedia__svwikiquote,wikipedia__vo,wikipedia__enwikinews,name__mi,name__ml,name__sa,name__vro,wikipedia__ast,wikipedia__bswikiquote,wikipedia__fiu_vro,wikipedia__hewikiquote,wikipedia__ia,wikipedia__mi,wikipedia__mk,wikipedia__ml,wikipedia__nlwikiquote,wikipedia__pms,wikipedia__rm,wikipedia__sa,wikipedia__slwikiquote,wikipedia__trwikiquote,identifier__discogs,identifier__Oxforddnb,name__ku_arab,name__ku_latn,wikipedia__nds,identifier__BNE,wikipedia__hrwikiquote,parlid
Q333869,,,Ron Davies,Ron Davies,Ron Davies,,,,Ron Davies,,Ron Davies,Ron Davies,,,,,,,Ron Davies,,Ron Davies,Ron Davies (Welsh politician),,,,,,,,,Ron Davies,,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Rondavies1998.jpg,male,,1946-08-06,,Davies,Ron,,,,,Ron Davies,,,,,,ران دیویس,Ron Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333882,,,"Richard Livsey, Baron Livsey of Talgarth",,"Richard Livsey, Baron Livsey of Talgarth",,,,"Richard Livsey, Baron Livsey of Talgarth",,"Richard Livsey, Baron Livsey of Talgarth","Richard Livsey, Baron Livsey of Talgarth",,,,,,,"Richard Livsey, Baron Livsey of Talgarth",,"Richard Livsey, Baron Livsey of Talgarth","Richard Livsey, Baron Livsey of Talgarth",,,,,,,,,,,,,male,,1935-05-02,,,Richard,,,,mr-richard-livsey,Richard Livsey,,,,,,,Richard Livsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333903,,,Margaret Ewing,Margaret Ewing,Margaret Ewing,,,,Margaret Ewing,,Margaret Ewing,Margaret Ewing,,,,,,,Margaret Ewing,,Margaret Ewing,Margaret Ewing,,,,,,,,,Margaret Ewing,,,,female,,1945-09-01,,,Margaret,,mp69951,,mrs-margaret-bain,Margaret Ewing,,,,,,,Margaret Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mairead Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mairead Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101097734,,,,,,
Q333932,"Ioannes Morris, Baro Morris de Aberavon",,"John Morris, Baron Morris of Aberavon",John Morris,"John Morris, Baron Morris of Aberavon",,,,"John Morris, Baron Morris of Aberavon",,"John Morris, Baron Morris of Aberavon","John Morris, Baron Morris of Aberavon",,,,,,,"John Morris, Baron Morris of Aberavon",,"John Morris, Baron Morris of Aberavon","John Morris, Baron Morris of Aberavon",,,,,,,"Ioannes Morris, Baro Morris de Aberavon",,John Morris,,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Lord_Morris.jpg,male,,1931-11-05,,,John,,,,sir-john-morris,John Morris,,,,,,,John Morris (aelod seneddol),,,,,,,,,,,108117679,101704791X,no2010051866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333953,,,Roseanna Cunningham,,Roseanna Cunningham,,,,Roseanna Cunningham,,Roseanna Cunningham,Roseanna Cunningham,,,,,,,Roseanna Cunningham,,Roseanna Cunningham,Roseanna Cunningham,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/19/Roseanna_Cunningham,_Minister_for_Environment_(1).jpg",female,,1951-07-27,,,,,,,ms-roseanna-cunningham,,,Roseanna Cunningham,,,,,,,,,,,Roseanna Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roseanna Cunningham,Roseanna Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ròsanna Choineagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ròsanna Choineagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333991,,,"John Taylor, Baron Kilclooney",,"John Taylor, Baron Kilclooney",,,,"John Taylor, Baron Kilclooney",,"John Taylor, Baron Kilclooney","John Taylor, Baron Kilclooney",,,,,,,"John Taylor, Baron Kilclooney",,"John Taylor, Baron Kilclooney","John Taylor, Baron Kilclooney",,,,,,,,,,,,,male,,1937-12-24,/m/01c9n0,,John,,,lords/lord-kilclooney/657,mr-john-taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Taylor, Baron Kilclooney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Taylor, Baron Kilclooney",1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657
Q334000,,,Andrew Welsh,,Andrew Welsh,,,,Andrew Welsh,,Andrew Welsh,Andrew Welsh,,,,,,,Andrew Welsh,,Andrew Welsh (Politiker),Andrew Welsh (politician),,,,Andrew Welsh,,,,,,,,,male,,1944-04-19,,,Andrew,,,,mr-andrew-welsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q334137,,,Donald Gorrie,,Donald Gorrie,,,,Donald Gorrie,,Donald Gorrie,Donald Gorrie,,,,,,,Donald Gorrie,,Donald Gorrie,Donald Gorrie,,,,,,,,,,,,,male,,1933-04-02,,,Donald,,,,mr-donald-gorrie,,,,,,,,,,,,,,,,,,,6196875,,n78077275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Gorrie,Donald Gorrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q334257,,,"Peter Brooke, Baron Brooke of Sutton Mandeville",Peter Brooke,"Peter Brooke, Baron Brooke of Sutton Mandeville",,,,"Peter Brooke, Baron Brooke of Sutton Mandeville",,Peter Brooke,"Peter Brooke, Baron Brooke of Sutton Mandeville",,,,,,,"Peter Brooke, Baron Brooke of Sutton Mandeville",,"Peter Brooke, Baron Brooke of Sutton Mandeville","Peter Brooke, Baron Brooke of Sutton Mandeville",,,,Peter Brooke,,,,,Peter Brooke,,,,male,,1934-03-03,/m/025c68,,Peter,,,lords/lord-brooke-of-sutton-mandeville/154,mr-peter-brooke,,,,,,,,,,,,,,,,,,,79067351,120527367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500245134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Q334258,,,Alastair Goodlad,,"Alastair Goodlad, Baron Goodlad",,,,"Alastair Goodlad, Baron Goodlad",,Alastair Goodlad,"Alastair Goodlad, Baron Goodlad",,,,"Alastair Goodlad, Baron Goodlad",,,"Alastair Goodlad, Baron Goodlad",,Alastair Goodlad,"Alastair Goodlad, Baron Goodlad",,,,,,,,,,,,,male,,1943-07-04,/m/027nsy,,Alastair,,,,mr-alastair-goodlad,,,,,,,,,,,,"Alastair Goodlad, Baron Goodlad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q334571,,,Piers Merchant,,Piers Merchant,,,,Piers Merchant,,Piers Merchant,Piers Merchant,,,,,,,Piers Merchant,,Piers Merchant,Piers Merchant,,,,,,,,Piers Merchant,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Piers_Merchant.jpg,male,,1951-01-02,/m/025q69,,,,,,mr-piers-merchant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q334638,,,"Nicholas Lyell, Baron Lyell of Markyate",,"Nicholas Lyell, Baron Lyell of Markyate",,,,"Nicholas Lyell, Baron Lyell of Markyate",,"Nicholas Lyell, Baron Lyell of Markyate","Nicholas Lyell, Baron Lyell of Markyate",,,,,,,"Nicholas Lyell, Baron Lyell of Markyate",,"Nicholas Lyell, Baron Lyell of Markyate","Nicholas Lyell, Baron Lyell of Markyate",,,,,,,,,,,,,male,,1938-12-06,/m/025zmk,,Nicholas,,,,,,"Лаэл, Николас",,,,,,,,,,,"Лаэл, Николас",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101102974,,,,,,
Q662910,,,Alasdair Morgan,,Alasdair Morgan,,,,Alasdair Morgan,,Alasdair Morgan,Alasdair Morgan,,,,,,,Alasdair Morgan,,Alasdair Morgan,Alasdair Morgan,,,,,,,,,,,,,male,,1945-04-21,,,Alasdair,,,,mr-alasdair-morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q809053,,,"Barry Jones, Baron Jones",,"Barry Jones, Baron Jones",,,,"Barry Jones, Baron Jones",,"Barry Jones, Baron Jones","Barry Jones, Baron Jones",,,,,,,"Barry Jones, Baron Jones",,"Barry Jones, Baron Jones","Barry Jones, Baron Jones",,,,,,,,,,,,,male,,1938-06-26,,Jones,Barry,,,,mr-barry-jones,Barry Jones,,,,,,,Barry Jones,,,,,,,,,,,12083404,,no2007047032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q991654,,,"Bruce Grocott, Baron Grocott",,"Bruce Grocott, Baron Grocott",,,,"Bruce Grocott, Baron Grocott",,"Bruce Grocott, Baron Grocott","Bruce Grocott, Baron Grocott",,,,,,,"Bruce Grocott, Baron Grocott",,"Bruce Grocott, Baron Grocott","Bruce Grocott, Baron Grocott",,,,,,,,,,,,,male,,1940-11-01,,,Bruce,,,lords/lord-grocott/276,mr-bruce-grocott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276
Q1052366,,,Cecil Walker,,Cecil Walker,,,,Cecil Walker,Cecil Walker,Cecil Walker,Cecil Walker,,,,Cecil Walker,Cecil Walker,Cecil Walker,Cecil Walker,,Cecil Walker (Politiker),Cecil Walker,,,,,,,,,,,,,male,,1924-12-17,,Walker,Cecil,,,,mr-cecil-walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1157836,,,"Dale Campbell-Savours, Baron Campbell-Savours",,"Dale Campbell-Savours, Baron Campbell-Savours",,,,"Dale Campbell-Savours, Baron Campbell-Savours",,,"Dale Campbell-Savours, Baron Campbell-Savours",,,,,,,"Dale Campbell-Savours, Baron Campbell-Savours",,"Dale Campbell-Savours, Baron Campbell-Savours","Dale Campbell-Savours, Baron Campbell-Savours",,,,,,,,,,,,,male,,1943-08-23,,,Dale,,mp90922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1189028,,,Dennis Canavan,,Dennis Canavan,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Dennis Canavan,Dennis Canavan,,,,,,,,,,,,,male,,1942-08-08,,,Dennis,,,,mr-dennis-canavan,,,,,,,,,,,,,,,,,,,106844005,1017185824,no2010001699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1379003,,,John McAllion,,John McAllion,,,,John McAllion,John McAllion,John McAllion,John McAllion,,,,John McAllion,John McAllion,John McAllion,John McAllion,,John McAllion,John McAllion,,,,,,,,,,,,,male,,1948-02-13,,,John,,,,mr-john-mcallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
