id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs
Q41563,Julia Gillard,Julia Gillard,https://upload.wikimedia.org/wikipedia/commons/c/c8/Julia_Gillard_2010.jpg,female,120304790,141054174,n2009076144,,,1961-09-29,/m/02kx9r,,Julia,,,,,,,,,,,,,,,Julia Gillard,00000028306,茱莉雅·吉拉德,茱莉雅·吉拉德,,茱莉雅·吉拉德,,,Julia Gillard,Julia Gillard,Julia Gillard,Джулия Гиллард,Julia Gillard,Julia Gillard,Julia Gillard,Iulia Gillard,Julia Gillard,ジュリア・ギラード,Julia Gillardová,جولیا گیلارد,Julia Gillard,Julia Gillard,茱莉雅·吉拉德,Julia Gillard,Джулія Гіллард,ज्युलिया जिलार्ड,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,Julia Gillard,ג'וליה גילארד,Julia Gillard,줄리아 길라드,Julia Gillard,Julia Gillard,Julia Gillard,ஜூலியா கிலார்ட்,Julia Gillard,,Julia Gillard,Джулія Гілард,Julia Gillard,,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,जुलिया गिलार्ड,Джулія Гілард,,জুলিয়া গিলার্ড,Julia Gillard,Џулија Гилард,,Жулиа Гиллард,जूलिया गिलार्ड,,Джулия Гилярд,جوليا غيلارد,Julia Gillard,จูเลีย กิลลาร์ด,Julia Gillard,Ջուլիա Գիլլարդ,,Džūlija Gilarde,Julia Gillard,זשוליא גילארד,,جولیا گیلارد,Julia Gillard,Julia Gillard,جوليا غيلارد,Джулія Гілард,Джулія Гілард,,জুলিয়া গিলার্ড,Julia Gillard,جولیا گیلارد,Category:Julia Gillard,Julia Gillardová,Julia Gillard,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,جولیا گیلارد,Julia Gillard,Julia Gillard,ג'וליה גילארד,जूलिया गिलार्ड,Julia Gillard,,Ջուլիա Գիլարդ,Julia Gillard,Julia Gillard,Julia Gillard,,ジュリア・ギラード,,줄리아 길라드,Iulia Gillard,,Džūlija Gilarde,Julia Gillard,,Жулиа Гиллард,ज्युलिया जिलार्ड,Julia Gillard,जुलिया गिलार्ड,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,"Гиллард, Джулия",Категория:Джулия Гиллард,,Julia Gillard,Julia Gillard,Julia Gillard,Џулија Гилард,Julia Gillard,ஜூலியா கிலார்ட்,จูเลีย กิลลาร์ด,,Julia Gillard,Julia Gillard,Джулія Гіллард,,Julia Gillard,זשוליא גילארד,朱莉亞·吉拉德,,,,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,Julia Gillard,چوليا جيلارد,,Julia Gillard,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillardová,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,,چوليا جيلارد,Julia Gillard,Julia Gillard,,,Julia Gillard,,Julia Gillard,Julia Gillard,,Julia Gillard,,,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillardová,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,茱莉亞·基勒,,,,,,,,,Julia Gillard,,,,Julia Gillard,,Julia Gillard,,,,,,,,,,,,Julia Gillard,,,,,,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Culiya Qillard,Gillard Džulija,Julia Gillard,Julia Gillard,Julia Gillard,Culiya Qillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Gillard Džulija,,
Q3195101,Ken Wyatt,Ken Wyatt,,male,,,,,,1952-08-04,,,Ken,,,,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,Ken Wyatt,,,,,,Ken Wyatt,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth George Wyatt,,,,,,,,,,,,,,,Kenneth George Wyatt,,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6416095,Kirsten Livermore,Kirsten Livermore,,female,,,,,,1969-11-10,,,Kirsten,,,,,,,,,,,,,,,Kirsten Livermore,,,,,,,,,,Kirsten Livermore,,Kirsten Livermore,,,,Kirsten Livermore,,,,,Kirsten Livermore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsten Livermore,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16216096,Laura Smyth,Laura Smyth,,female,,,,,,1976-11-12,,,Laura,,,,,,,,,,,,,,,Laura Smyth,,,,,,,,,,Laura Smyth,,,,,,Laura Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6740653,Mal Washer,Mal Washer,,male,,,,,,1945-08-12,,,,,,,,,,,,,,,,,,Mal Washer,,,,,,,,,,Mal Washer,,Mal Washer,,,,Mal Washer,,,,,,,Mal Washer,,,,,,,,,,Mal Washer,,,,,,,,Mal Washer,,,,Mal Washer,,,,,,,,,,,,,,,,,مال واشر,,,,,,,,,,,,,مال واشر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mal Washer,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466245,Martin Ferguson,Martin Ferguson,https://upload.wikimedia.org/wikipedia/commons/8/85/MartinFerguson.jpg,male,,,,,,1953-12-12,/m/02qn3x,,Martin,,,,,,,,,,,,,,,Martin Ferguson,,,,,,,,,Martin Ferguson,Martin Ferguson,"Фергюсон, Мартин",Martin Ferguson,,,,Martin Ferguson,,,,,Martin Ferguson,,Martin Ferguson,,,,,,,,,,Martin Ferguson,,,,,,,,Martin Ferguson,,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Ferguson (polityk),,,"Фергюсон, Мартин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3857414,Mike Kelly,Mike Kelly,https://upload.wikimedia.org/wikipedia/commons/1/14/Mike_Kelly.jpg,male,,,,,,1960-02-23,,,Mike,,,,,,,,,,,,,,,Mike Kelly (Australian politician),,,,,,,,,,Mike Kelly,,Mike Kelly,,Mike Kelly,,Mike Kelly,,,,,,,Mike Kelly,,,,,,,,,,Mike Kelly,,,,,,,,Mike Kelly,,,,Mike Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Kelly (politico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Kelly (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191323,Mike Symon,Mike Symon,,male,,,,,,1965-02-21,,,Mike,,,,,,,,,,,,,,,Mike Symon,,,,,,,,,,Mike Symon,,,,,,Mike Symon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Symon,,,,,,,,,,,,,,,,,,,,,,,,,,
Q518856,Nicola Roxon,Nicola Roxon,"https://upload.wikimedia.org/wikipedia/commons/9/9d/Attorney-General_of_Australia_and_Emergency_Management_Minister,_Nicola_Roxon_and_Deputy_Mayor_of_Wagga_Wagga,_Councillor_Yvonne_Braid.jpg",female,,,,,,1967-04-01,,,Nicola,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,Nicola Roxon,Nicola Roxon,,Nicola Roxon,,,,Nicola Roxon,,,,,Nicola Roxon,,Nicola Roxon,,,,,,,,,,Nicola Roxon,,,,,,,,Nicola Roxon,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16187305,Patrick Secker,Patrick Secker,,male,,,,,,1956-06-06,,,Patrick,,,,,,,,,,,,,,,Patrick Secker,,,,,,,,,,Patrick Secker,,,,,,Patrick Secker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Secker,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7152703,Paul Neville,Paul Neville,,male,,,,,,1940-03-20,,Neville,Paul,,,,,,,,,,,,,,,Paul Neville (politician),,,,,,,,,,Paul Neville,,Paul Neville,,,,,,,,,Paul Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Neville (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q528907,Peter Garrett,Peter Garrett,https://upload.wikimedia.org/wikipedia/commons/3/3d/Ac.garrett1.jpg,male,91514491,,nb2008024886,,,1953-04-16,/m/014psz,,Peter,0000 0000 8399 9745,,http://petergarrett.com.au/,,,,,14048921x,,,,,,,Peter Garrett,,,,,,,,Peter Garrett,Peter Garrett,Peter Garrett,Питер Гарретт,Peter Garret,Peter Garrett,Peter Garrett,,Peter Garrett,ピーター・ギャレット,,,,Peter Garret,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,Peter Garret,,,Peter Garrett,Peter Garrett,,,,,,,,Peter Garrett,,ピーター・ギャレット,,,,,,,,,,,,Peter Garrett,,Peter Garrett,Peter Garrett,,"Гарретт, Питер",,,,,Peter Garrett,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,7c383967-13fb-4c8c-95e2-c3e6da961e8c,486346
Q7176978,Peter Slipper,Peter Slipper,,male,,,,,,1950-02-14,,,Peter,,,,,,,,,,,,,,,Peter Slipper,,,,,,,,,,Peter Slipper,,Peter Slipper,,Peter Slipper,,Peter Slipper,,,,,Peter Slipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Slipper,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7340432,Rob Oakeshott,Rob Oakeshott,https://upload.wikimedia.org/wikipedia/commons/3/38/Rob_Oakeshott.jpg,male,,,,,,1969-12-14,,,Rob,,,,,,,,,,,,,,,Rob Oakeshott,,,,,,,,,,,,Rob Oakeshott,,,,Rob Oakeshott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Oakeshott,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5981237,Robert McClelland,Robert McClelland,https://upload.wikimedia.org/wikipedia/commons/9/9f/RobertMcClelland.jpg,male,296119248,,,,,1958-01-26,,McClelland,Robert,,,,,,,,,,,,,,,Robert McClelland (Australian politician),,,,,,,,,Robert McClelland,Robert McClelland,,Robert McClelland,,,,,,,,,Robert McClelland,,Robert McClelland (australisk politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert McClelland,,,,,,,,,,Robert McClelland (australisk politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert McClelland (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7490078,Sharon Grierson,Sharon Grierson,,female,,,,,,1951-05-04,,,Sharon,,,,,,,,,,,,,,,Sharon Grierson,,,,,,,,,,Sharon Grierson,,Sharon Grierson,,,,Sharon Grierson,,,,,Sharon Grierson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Grierson,,,,,,,,,,,,,,,Sharon Grierson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Grierson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7507904,Sid Sidebottom,Sid Sidebottom,,male,,,,,,1951-04-23,,,Sid,,,,,,,,,,,,,,,Sid Sidebottom,,,,,,,,,,Sid Sidebottom,,Sid Sidebottom,,Sid Sidebottom,,Sid Sidebottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sid Sidebottom,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1400580,Simon Crean,Simon Crean,https://upload.wikimedia.org/wikipedia/commons/2/2f/Simon_Crean_(1).jpg,male,193992541,171161106,,,,1949-02-26,/m/018f07,,Simon,,,,,,,,,,,,,,,Simon Crean,,,,,,,,Simon Crean,Simon Crean,Simon Crean,,Simon Crean,,Simon Crean,,Simon Crean,,,,,Simon Crean,西蒙·克林,Simon Crean,,,,,,,,,,Simon Crean,,,,,,,,Simon Crean,,,,Simon Crean,Simon Crean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Crean,,,,,,,,,,,,,,,,Simon Crean,,,,,,,,,,,,,,,Simon Crean,Simon Crean,Simon Crean,,,,,,,,,,,,,Simon Crean,,,,,,西蒙·克林,,,,,,,,,,,,,,,,,,,,西蒙堅尼,,Simon Crean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Crean,,,西蒙堅尼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Crean,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7563039,Sophie Mirabella,Sophie Mirabella,https://upload.wikimedia.org/wikipedia/commons/2/2d/SophieMirabellaMP8Mar2013(crop).jpg,female,,,,,,1968-10-27,,,Sophie,,,,,,,,,,,,,,,Sophie Mirabella,,,,,,,,,,Sophie Mirabella,,Sophie Mirabella,,Sophie Mirabella,,Sophie Mirabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophie Mirabella,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1376420,Stephen Smith,Stephen Smith,https://upload.wikimedia.org/wikipedia/commons/7/7e/Stephen_Smith.jpg,male,107033581,,,087793121,,1955-12-12,/m/02vyy_,Smith,Stephen,0000 0000 7704 4395,,,858/000196270,,,,,,07280761X,,,,,Stephen Smith (Australian politician),,,,,,,,Stephen Smith,Stephen Smith,Stephen Smith,,Stephen Smith,,,,Stephen Smith,,,,,Stephen Smith,,Stephen Smith,,,,,,,,,,Stephen Smith,,,,,,,,Stephen Smith,,,,Stephen Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Smith (Politiker),,,,Stephen Smith,,,,Stephen Smith (Australie),,,,,,,,,,,,,,,,,,,,,,,,Stephen Smith (polityk),Stephen Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Smith (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7612638,Steve Georganas,Steve Georganas,https://upload.wikimedia.org/wikipedia/commons/5/55/Steve_Georganas.JPG,male,,,,,,1959-06-13,,,Steve,,,,,,,,,,,,,,,Steve Georganas,,,,,,,,,,Steve Georganas,,Steve Georganas,,Steve Georganas,,,,,,,Steve Georganas,,Steve Georganas,,,,,,,,,,Steve Georganas,,,,,,,,Steve Georganas,,,,Steve Georganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Georganas,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7612647,Steve Gibbons,Steve Gibbons,,male,,,,,,1949-09-11,,,Steve,,,,,,,,,,,,,,,Steve Gibbons,,,,,,,,,,Steve Gibbons,,Steve Gibbons,,Steve Gibbons,,,,,,,Steve Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7822135,Tony Crook,Tony Crook,,male,,,,,,1959-06-23,,,Tony,,,,,,,,,,,,,,,Tony Crook (politician),,,,,,,,,,Tony Crook,,,,,,Tony Crook,,,,,Tony Crook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Crook (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7823688,Tony Windsor,Tony Windsor,https://upload.wikimedia.org/wikipedia/commons/c/cd/Tonywindsor.JPG,male,305131575,,,,,1950-09-02,,,Tony,,,,,,,,,,,,,,,Tony Windsor,,,,,,,,,,,,Tony Windsor,,,,Tony Windsor,,,,,,,Tony Windsor,,,,,,,,,,Tony Windsor,,,,,,,,Tony Windsor,,,,Tony Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7823721,Tony Zappia,Tony Zappia,https://upload.wikimedia.org/wikipedia/commons/1/14/Tony_zappia.JPG,male,,,,,,1952-06-13,,,Tony,,,,,,,,,,,,,,,Tony Zappia,,,,,,,,,Tony Zappia,Tony Zappia,,Tony Zappia,,,,Tony Zappia,,,,,Tony Zappia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Zappia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Zappia,,,,,,,,,,,,,,,,,,,,,,,,,,
